Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Pakistan,PAK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80284977,9.376429558,10.31326962,10.06898975,11.75339985,,11.30733013,8.489879608,,,,11.22935009,13.77750969,15.28909969,15.4455204,14.09696007,11.86443043,11.86466026,10.92461014,11.04063034,11.51397991,11.30066013,13.1872797,,
Pakistan,PAK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,34.78335,,,,,,,,,,,,,,,,,55.33052,,,,,,,65.08658,69.1658,,71.11291,70.67627,71.25962,70.76933,72.58342,71.63622,72.7954,,,
Palau,PLW,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192571712.2,180390738.9,169577868.3,177927100,182451237,190595218.3,179513963,193523037.4,203315969.1,210969438,
Palau,PLW,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.80012035,15.1164999,15.34344006,,,,,,,,,,,,,,,
Palau,PLW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,94.27578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83838,,98.66444,,
Panama,PAN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,2131024267,2379162420,2585418297,2810299381,2951470783,3167591453,3414045244,3678670330,3934035238,4262192186,4565728596,4984068542,5199958786,5490629531,5613165644,5868935608,5870331097,5959751231,6558973841,6788560562,7784490681,8377995595,9310668625,9344747662,9205241837,9974869955,9819141285,10805284282,8905627523,8837348958,9609277886,10211149393,11206268222,12085922350,12584627079,12568280241,13144323028,13831193746,14797506458,15193540137,15855339946,15857851508,16757521361,16896171931,17901546782,19095362393,20778849737,23418557633,25874120273,25978324993,26743600000,30713830420,33409117350,35429039926,37891416238,38699900774,40366887600,
Panama,PAN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.19721031,18.15498924,17.35391045,,18.97315025,19.8319397,16.63912964,16.95750046,16.34300995,14.56826973,,,,14.88982964,,,13.01972008,,,,,,
Panama,PAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,96.1062,,,,,,,,,,95.08678,,,,,,,,,,96.07985,,,,,,,,,,97.63853,,,,,,,
Papua New Guinea,PNG,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13658246290,,,,,,,
Papua New Guinea,PNG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67899,,,,,,,,,,,,,,,,,
Paraguay,PRY,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12561247613,13525580040,13648314367,13620931480,13370879562,12458398565,12442579340,12707400372,11965996399,12744019064,13150454436,14407113343,16081528259,17329909552,16358158361,18618461418,19820950200,19221733439,22171779590,23445045241,24049663502,25050901225,
Paraguay,PRY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,8.363329887,,,,,7.858059883,,,,,,,,17.08778954,21.87684059,21.55938911,19.87921906,18.81539917,20.89402962,18.21824074,,,19.42472076,,,18.76240921,23.29774094,19.63422966,,,,,
Paraguay,PRY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,89.58786,,,,,,,,,,95.60734,,,,,,,,,,,,,,,98.79446,97.96424,98.49729,98.61045,,,,98.68621,98.32855,,
Peru,PER,GNI (constant 2010 US$),NY.GNP.MKTP.KD,25726074386,27738123034,30743521815,32133510819,34156908505,36235092846,39058795018,40471519726,40337263852,41716534548,43559635798,45769392405,47370513326,50127591515,55036980110,57419510726,57710440410,59047310001,56525597317,57854565165,61885066966,65651494021,65507239435,57608239705,59556356903,61265947945,66276257042,73292782055,64106917045,57697186284,55144445921,57951708967,57662108033,60205475918,67860275006,72612909895,75584522602,80713015430,81187795084,82391129575,84221106790,85236943423,89439317055,92312554476,95131007343,99919029757,1.05E+11,1.14E+11,1.26E+11,1.28E+11,1.37E+11,1.45E+11,1.56E+11,1.68E+11,1.73E+11,1.80E+11,1.86E+11,
Peru,PER,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25037003,14.79623032,14.57806015,14.65830994,15.27385044,14.27851963,14.03530025,14.14177036,14.53442001,14.59630966,13.55558014,13.55255032,14.36907005,15.22387981,16.21989059,17.59819031,,
Peru,PER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.1198,,,,,,,,,,,,95.36663,,,,,,,,,,,96.75563,97.12376,97.75713,97.35622,,,,,98.69816,,98.97753,99.00954,98.88349,
Philippines,PHL,GNI (constant 2010 US$),NY.GNP.MKTP.KD,27514769811,29274403379,30795718382,32968589212,34080240378,35833406115,37485727587,39470972100,41022896208,43087478834,44240883708,46934503285,49391282357,54026701673,56384263833,59268643425,64100407544,68189782867,71799186814,75681884942,79183464096,81808906569,83658409312,85468466580,77634851228,72117764200,74486681726,78253340082,83883881163,88879130386,93272260302,93845534048,95594648233,98150145757,1.04E+11,1.09E+11,1.16E+11,1.24E+11,1.33E+11,1.37E+11,1.47E+11,1.53E+11,1.59E+11,1.66E+11,1.77E+11,1.86E+11,1.94E+11,2.06E+11,2.15E+11,2.25E+11,2.41E+11,2.48E+11,2.65E+11,2.87E+11,3.04E+11,3.22E+11,3.43E+11,
Philippines,PHL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.24298,17.56657028,15.17012978,18.18099022,,15.20676041,13.91590977,14.06892967,14.38022041,12.75084972,12.42236042,13.26852989,13.66701984,14.4419899,13.21115971,,,,,,,,
Philippines,PHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,91.78899,,,,,,,,,,96.57808,,,,96.03677,,,,,,95.08975,,,95.05721,,,,,97.7508,,,,,98.10835,,,,
Poland,POL,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55E+11,3.73E+11,3.95E+11,4.17E+11,4.41E+11,4.49E+11,4.64E+11,4.87E+11,4.96E+11,5.03E+11,5.17E+11,5.37E+11,5.49E+11,
Poland,POL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79590988,,11.27880955,10.89190006,11.89871979,11.86071968,11.91849041,11.67253017,12.31606007,12.25104046,12.69519997,11.2919302,11.40635967,11.10286999,11.11258984,11.05587006,11.30628014,11.65736961,11.64978981,,,
Poland,POL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,99.79683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,77671636505,82189361568,88878142334,99726431106,1.01E+11,94828798047,1.00E+11,1.05E+11,1.08E+11,1.14E+11,1.19E+11,1.19E+11,1.20E+11,1.20E+11,1.17E+11,1.21E+11,1.28E+11,1.37E+11,1.49E+11,1.59E+11,1.66E+11,1.74E+11,1.76E+11,1.73E+11,1.74E+11,1.83E+11,1.88E+11,1.95E+11,2.04E+11,2.12E+11,2.17E+11,2.21E+11,2.23E+11,2.22E+11,2.26E+11,2.28E+11,2.27E+11,2.33E+11,2.32E+11,2.25E+11,2.30E+11,2.29E+11,2.19E+11,2.19E+11,2.20E+11,2.22E+11,2.26E+11,
Portugal,PRT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.208469868,8.996930122,9.863360405,10.26243973,11.01051044,10.57794952,10.52330971,10.9102602,11.65087032,12.59257984,,,11.85663033,12.10435963,12.09401035,12.02215004,11.64595032,10.94620991,10.8635397,10.84840965,11.0637598,10.37182999,11.07481003,10.4265604,10.23923016,10.19303036,10.56847954,9.888010025,,,
Portugal,PRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,97.94135,,,,,,,,,,99.19949,,,,,,,,,,,,,,,,,,,,99.43512,,,,,,
Puerto Rico,PRI,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,69249188318,72126884028,73059229782,72158676205,72836348133,74019528461,76432105716,79160912383,79548176720,79995921468,75756590862,73757311625,74711396032,75877857321,77233285730,78082111681,80281461936,82757439850,83218141924,84278710860,82273741162,85915713807,86397019487,87149078044,90436812728,94091686399,88104941235,92768051765,95814604072,90789000112,85297122877,88080656126,87039751518,86037663106,85022403719,87435993952,80305884796,71984383009,64294562000,60797476629,70565886301,72031784097,,,,
Puerto Rico,PRI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.58274078,,,,
Puerto Rico,PRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,93.74586,,,,,,,,,,93.16688,,,,,,,,,,,,,,,,,,,,98.83418,,,,,,,
Qatar,QAT,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46446828164,47432568163,63279530388,74583879522,86865320554,94955323489,1.12E+11,1.29E+11,1.37E+11,1.45E+11,1.52E+11,1.62E+11,,
Qatar,QAT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.843699932,9.526630402,9.676050186,10.55130959,12.00745964,10.70005989,12.05313015,13.74475956,9.308199883,8.62677002,15.05552006,14.83565044,13.81727028,13.10684967,12.30603027,13.14710045,12.74314976,,,
Qatar,QAT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,89.54293,,,,,,,,,,,94.79075,,,,,,,95.92071,,,99.0601,95.68699,97.75925,96.82016,97.87751,99.06457,98.96033,98.71272,,,
Romania,ROU,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+11,1.08E+11,98357360719,99666240843,1.04E+11,1.11E+11,1.15E+11,1.09E+11,1.07E+11,1.06E+11,1.09E+11,1.16E+11,1.21E+11,1.26E+11,1.34E+11,1.41E+11,1.52E+11,1.62E+11,1.77E+11,1.67E+11,1.65E+11,1.67E+11,1.68E+11,1.73E+11,1.80E+11,1.85E+11,1.92E+11,
Romania,ROU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72865009,,,,8.187580109,9.848819733,10.92234993,11.13906002,9.843310356,10.83668041,,12.00496006,,11.02128983,9.129130363,8.33493042,8.435790062,,9.235719681,,,
Romania,ROU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.10746,,,,,,,,,,97.76149,,,,,,,,,98.99569,,,,,,
Russian Federation,RUS,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41E+12,1.34E+12,1.13E+12,1.04E+12,9.11E+11,8.70E+11,8.35E+11,8.41E+11,7.80E+11,8.31E+11,9.25E+11,9.86E+11,1.03E+12,1.09E+12,1.18E+12,1.25E+12,1.34E+12,1.47E+12,1.54E+12,1.41E+12,1.48E+12,1.56E+12,1.61E+12,1.63E+12,1.65E+12,1.61E+12,1.61E+12,
Russian Federation,RUS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.951849937,9.213359833,10.58384037,10.53168964,11.17591,11.95057011,12.42580032,,11.95923042,,,,11.14675999,,,,,
Russian Federation,RUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7196,,,,,,,,,,,,,99.7246,,,,,,,,99.7096,,,,,,,
Rwanda,RWA,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,1261650719,1276328732,1280164266,1312496123,1331239451,1307110469,1562223498,1593829621,1740099701,1951129323,2133360588,2259169529,2303089384,2430069745,2322684665,2412458298,2543004173,2540608032,2656548581,2659642617,2594339172,2526083918,2676325928,2452942617,1223980051,1668884611,1856880614,2115592744,2301163845,2406314503,2600749214,2809667015,3187504787,3243779685,3484770419,3831868956,4188622783,4533611325,5027418182,5344047822,5731131724,6168816569,6684914989,6965430091,7460114113,8103267547,8571368041,
Rwanda,RWA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.90942001,21.09613991,26.6995697,,,,,,18.77495956,15.59088039,,17.37575912,15.3847599,15.92068005,16.59671021,,12.48764038,,
Rwanda,RWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,52.26193,,,,,,,,,,,,,74.89654,,,,,,,,,77.62033,,,,,,,,,,77.34463,,82.33075,,,,,
Samoa,WSM,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624740011,,,,,,,
Samoa,WSM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.41716957,10.4612999,12.77033043,12.79380035,,,,,,16.06422997,,,,,,,,,
Samoa,WSM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04444,,,,,,,,,,,,,,,,,,,,99.23566,,,,,,
San Marino,SMR,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78129005,10.64035988,,,,,,
San Marino,SMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198044427.3,,,,,,,
Sao Tome and Principe,STP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42828989,6.689089775,5.849909782,12.12648964,9.692029953,16.65969086,18.24332047,20.55949974,19.32358932,,13.7196703,18.82662964,12.32260036,,,
Sao Tome and Principe,STP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,82.39922,,,,,,,,,,93.84996,,,,,,,,,,95.41546,,,,,,,80.20316,,,,96.7384,,,,,
Saudi Arabia,SAU,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80E+11,3.77E+11,3.66E+11,4.06E+11,4.40E+11,4.65E+11,4.79E+11,4.91E+11,5.23E+11,5.12E+11,5.35E+11,5.90E+11,6.21E+11,6.39E+11,6.64E+11,6.95E+11,7.04E+11,
Saudi Arabia,SAU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71302032,14.72169018,14.57367039,16.81303024,16.84456062,15.25230026,12.29582024,23.9824295,23.32939911,17.83658981,20.89613914,21.29412079,21.45521927,20.18865967,19.29228973,21.60387039,,19.25741959,,,,,,,,,
Saudi Arabia,SAU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85561,,,,,,,,95.91316,,,,95.84969,,,,,,,,,99.22177,,,,
Senegal,SEN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,4071756595,3815092428,4123476420,4113607746,4370628472,4085941815,4242971758,4544345296,4989806811,4869606077,4647733769,4998078472,4816074779,5034893767,5420972515,5137620343,5269440098,5448183002,5630934951,5976746617,5910855233,6169895887,6166861292,6322931475,6486204187,6488215000,6487437754,6866846794,7125642592,7339172843,7805913871,8242292919,8495794054,8915462432,8947499444,9596686340,10187927127,10770527859,11073770908,11623451909,12087185466,12262681782,12798660531,12929665986,13483062543,13937954586,14461563325,15326185894,16275001508,
Senegal,SEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.73254013,16.82036018,17.61849022,15.72974014,16.72192001,16.11750984,16.96224976,21.77096939,17.95463943,,19.22613907,23.30044937,24.04635048,21.08696938,20.79524994,25.74234962,24.76247025,,,
Senegal,SEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8661,,,,,,,,,,,,,,49.12449,,,,50.85166,,,65.01491,,66.03274,,55.89594,,,,
Serbia,SRB,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26423629829,26960630710,23610147090,25598135734,26889900961,28669419699,29871077270,32502943634,34178128585,35808828497,37652937607,39372770491,38588517805,38567721684,39094564253,38230585663,38921009850,38232536795,38123638678,38849175205,
Serbia,SRB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39356041,10.83845997,10.93677044,10.5135498,10.60352039,9.599229813,,9.101610184,,,
Serbia,SRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.30869,,,,,99.71982,
Seychelles,SYC,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915708538.4,,,,,,,
Seychelles,SYC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,26.99180984,22.83296013,19.51612091,,18.25662994,19.83613014,,,,,14.97165966,11.91291046,15.13588047,,9.872570038,9.373760223,,,9.220159531,12.04319954,,,10.95452023,,,,,10.38640976,,,,,,
Seychelles,SYC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.64999,,,,,,,98.81331,,,,,,,,99.06477,,,,,,,,98.97134,,,,,,,
Sierra Leone,SLE,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254694634,1586857715,1743614047,1849994811,1928148276,2041834162,2359144524,2553288530,2695716842,2645049921,2702869493,3262174782,3792176188,3905197390,3126502703,3005114210,
Sierra Leone,SLE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.73130035,17.9708004,17.70318985,17.31936073,17.1487999,15.50660992,,19.75021935,14.93089962,15.89645958,12.8019104,12.41145992,14.12596035,15.20230961,15.09173965,,,
Sierra Leone,SLE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.92761,,,,,,,,,57.02213,,,,
Singapore,SGP,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,21435734946,22723152912,24277897662,26626060981,29098371703,30628986848,33669302141,36291540972,40252620154,44731355196,45050700047,45303572930,48903490885,54986629102,61038026851,66899672124,70987805717,77256792098,84306376905,95655447644,1.03E+11,1.09E+11,1.21E+11,1.18E+11,1.25E+11,1.34E+11,1.32E+11,1.35E+11,1.40E+11,1.47E+11,1.59E+11,1.79E+11,1.96E+11,1.97E+11,1.96E+11,2.35E+11,2.45E+11,2.52E+11,2.65E+11,2.77E+11,2.77E+11,2.86E+11,
Singapore,SGP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2845993,19.46945,18.1828804,21.80652046,20.30520058,19.81694984,19.74931908,20.01840973,19.94285965,17.19886971,17.1686306,19.89241028,21.16143036,19.95866013,,,,
Singapore,SGP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,96.28812,,,,,,,,,,98.9667,,,,,,,,,,99.5046,,,,,,,,,,99.75182,99.8872,99.89494,99.89861,99.90047,99.7849,99.92658,
Sint Maarten (Dutch part),SXM,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63729901982,68928787316,74587105791,82690649720,88395919645,84625147438,87493943011,88715649806,91793649617,94081545155,95888737077,99716111539,,
Slovak Republic,SVK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.586700439,8.527830124,,8.593270302,7.442820072,8.87773037,9.417570114,10.56774044,10.86330986,9.537940025,9.656700134,9.79349041,9.643950462,9.157429695,9.834529877,9.81058979,9.683930397,9.941519737,10.16012001,,,
Slovak Republic,SVK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41925474400,43807548953,46140797777,48804836232,50245529699,46776509200,47566628060,47944640439,46707595256,46253751709,47839038498,47848596536,,
Slovenia,SVN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81725025,13.72527027,13.69596004,13.49901962,13.29055023,13.31970024,12.89665985,12.54903984,12.30418015,12.0801897,12.07168007,12.63183975,9.99503994,,,,
Slovenia,SVN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.75774,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496544088.3,,,,,,,
Solomon Islands,SLB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.86093044,,,,,,,13.11647987,,,,,,,,,22.16813087,18.84339905,16.78565025,17.47849083,,,,,,,
Solomon Islands,SLB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,GNI (constant 2010 US$),NY.GNP.MKTP.KD,75963560117,78693758427,84253312058,90808660626,97834041445,1.04E+11,1.09E+11,1.17E+11,1.21E+11,1.27E+11,1.33E+11,1.39E+11,1.42E+11,1.48E+11,1.57E+11,1.58E+11,1.62E+11,1.61E+11,1.66E+11,1.73E+11,1.84E+11,1.94E+11,1.94E+11,1.90E+11,2.00E+11,1.96E+11,1.96E+11,2.02E+11,2.11E+11,2.16E+11,2.15E+11,2.15E+11,2.11E+11,2.15E+11,2.22E+11,2.29E+11,2.38E+11,2.44E+11,2.45E+11,2.51E+11,2.61E+11,2.67E+11,2.78E+11,2.86E+11,3.01E+11,3.16E+11,3.34E+11,3.47E+11,3.59E+11,3.56E+11,3.67E+11,3.78E+11,3.85E+11,3.95E+11,4.02E+11,4.08E+11,4.08E+11,
